,StoreID,Month,Sale
741,1370,4,112374.01829018544
742,1371,3,115833.39988902415
743,1371,4,101182.23117737414
744,1372,3,135138.8966797764
745,1372,4,116909.09305120578
746,1373,3,128694.82430634134
747,1373,4,111718.42246176627
748,1374,3,135395.86268004813
749,1374,4,117127.99001440014
750,1375,3,129218.43143538358
751,1375,4,112164.45816428373
752,1376,3,137544.2556244564
753,1376,4,122840.0256561891
754,1377,3,132825.6485809449
755,1377,4,115395.30756376273
756,1378,3,129564.43568114168
757,1378,4,112459.20252178135
758,1379,3,114953.52842679605
759,1379,4,100432.71104288354
760,1380,3,129555.43713505528
761,1380,4,112451.5370936337
762,1381,3,129387.37406378753
763,1381,4,112308.37225514639
764,1382,3,134598.080392214
765,1382,4,116448.39769513412
766,1383,3,135400.8017316594
767,1383,4,117132.19735466165
768,1384,3,129225.04182546125
769,1384,4,112020.37194792114
770,1385,3,128854.8360469002
771,1385,4,111854.72875927939
772,1386,3,120972.66348346377
773,1386,4,104069.31091133151
774,1387,3,146866.79734460678
775,1387,4,144892.761261341
776,1388,3,129373.35682522737
777,1388,4,112296.43164452104
778,1389,3,129218.43143538358
779,1389,4,112164.45816428373
780,1390,3,142438.5339294282
781,1390,4,122993.45969615676
782,1391,3,115901.74669530892
783,1391,4,101240.45253087599
784,1392,3,128674.05322627723
785,1392,4,111700.72857874872
786,1393,3,118330.49952858964
787,1393,4,101981.88916172396
788,1394,3,117763.38815042296
789,1394,4,101498.7942840264
790,1395,3,115117.10208889878
791,1395,4,100572.05156985995
792,1396,3,128464.22105491524
793,1396,4,111521.98265499588
794,1397,3,118430.81101790137
795,1397,4,101904.02918140797
796,1398,3,121026.99305118839
797,1398,4,104115.59165420804
798,1399,3,129440.75641613467
799,1399,4,112353.84611084947
800,1400,3,142388.27583879986
801,1400,4,122950.64724858447
802,1401,3,124092.6799326966
803,1401,4,108063.80186117358
804,1402,3,142350.7255149055
805,1402,4,122918.65993563742
806,1403,3,118915.97025537772
807,1403,4,102480.62348454348
808,1404,3,119111.970225575
809,1404,4,102484.27591387072
810,1405,3,135005.3273289256
811,1405,4,116795.3117523328
812,1406,3,135244.64651085192
813,1406,4,116999.1762406404
814,1407,3,116115.42340380109
815,1407,4,101422.47343070267
816,1408,3,128785.25940965167
817,1408,4,111795.4597719936
818,1409,3,129560.44384490786
819,1409,4,112455.80206869332
820,1410,3,114923.46420243813
821,1410,4,100407.10077768977
822,1411,3,142439.4811448057
823,1411,4,122994.2665833302
824,1412,3,142507.8279510905
825,1412,4,123052.4879368321
826,1413,3,129209.13829108977
827,1413,4,112156.54178210752
828,1414,3,115162.5684270195
829,1414,4,100610.78215418501
830,1415,3,116037.34579339736
831,1415,4,101355.96287369204
832,1416,3,142540.5068816148
833,1416,4,123080.32554431571
834,1417,3,115757.49932496161
835,1417,4,101117.57514132088
836,1418,3,115474.15859322321
837,1418,4,100876.21081428445
838,1419,3,130988.93030570145
839,1419,4,113830.69569966642
840,1420,3,142458.43743497724
841,1420,4,123010.41453421705
842,1421,3,118892.15455445737
843,1421,4,102460.33603561127
844,1422,3,115982.00135205389
845,1422,4,101308.81760884395
846,1423,3,116048.0238128938
847,1423,4,101365.05896437421
848,1424,3,142509.85769832807
849,1424,4,123054.21698077516
850,1425,3,116146.07258708782
851,1425,4,101448.5819942432
852,1426,3,116180.7136066084
853,1426,4,101478.09101087182
854,1427,3,129240.37628098288
855,1427,4,112033.43463225434
856,1428,3,142511.81978732432
857,1428,4,123055.88838992015
858,1429,3,121031.93210279974
859,1429,4,104119.79899446953
860,1430,3,127965.73909861954
861,1430,4,111097.34987741066
862,1431,3,118192.56833992107
863,1431,4,101864.3922232285
864,1432,3,113957.27378884262
865,1432,4,98256.54871675432
866,1433,3,129501.03990908936
867,1433,4,112405.19871595906
868,1434,3,128047.45013648599
869,1434,4,111017.23828694217
870,1435,3,114160.3032063682
871,1435,4,99757.00066992648
872,1436,3,120669.13663059016
873,1436,4,103810.75099962435
874,1437,3,118599.60031928762
875,1437,4,102211.12316861484
876,1438,3,129562.40593390411
877,1438,4,112457.47347783826
878,1439,3,128149.7048684586
879,1439,4,123731.77333217885
880,1440,3,124262.85239206433
881,1440,4,108208.76358582017
882,1441,3,134895.4383625126
883,1441,4,116701.70263279584
884,1442,3,134831.44564891024
885,1442,4,116647.19032120868
886,1443,3,129522.82586277224
887,1443,4,112423.75712094815
888,1444,3,117786.77221943223
889,1444,4,101355.40353826761
890,1445,3,125498.88786763336
891,1445,4,124759.90796623046
892,1446,3,118415.62557870473
893,1446,4,102054.4039451553
894,1447,3,132926.06624141816
895,1447,4,115024.0893444561
896,1448,3,129305.95723432009
897,1448,4,112239.01717819262
898,1449,3,134111.00871344746
899,1449,4,116033.48478359215
900,1450,3,128521.45992701364
901,1450,4,111570.74169419083
902,1451,3,128801.52135279433
903,1451,4,111809.31253837438
904,1452,3,142535.56783000348
905,1452,4,123076.11820405426
906,1453,3,128976.93520711602
907,1453,4,111958.73915501877
908,1454,3,124373.3939756474
909,1454,4,108302.92863850204
910,1455,3,116080.78238428054
911,1455,4,101392.96441407401
912,1456,3,114317.92294324085
913,1456,4,99891.26933466985
914,1457,3,128639.70641515566
915,1457,4,111521.75289469784
916,1458,3,116772.30455011329
917,1458,4,100491.22737551446
918,1459,3,142308.02118205483
919,1459,4,122882.28217061648
920,1460,3,129325.12848183655
921,1460,4,112255.34824089182
922,1461,3,132764.2825561301
923,1461,4,115343.03280188347
924,1462,3,117692.70925355794
925,1462,4,101438.58633484514
926,1463,3,142463.3645039673
927,1463,4,123014.6116670605
928,1464,3,127965.96564877726
929,1464,4,110947.82557519033
930,1465,3,129538.23182421259
931,1465,4,112287.16342833891
